date,location,vectorid,price,product,unit_quantity,unit,category
2008-06-01,Canada,v735169,2.09,Homogenized milk,1.0,litre,Beverages
2008-06-01,Canada,v735170,1.99,Partly skimmed milk,1.0,litre,Beverages
2008-06-01,Canada,v735171,4.28,Butter,454.0,grams,Dairy
2008-06-01,Canada,v735172,2.83,Processed cheese slices,250.0,grams,Dairy
2008-06-01,Canada,v735173,1.69,Evaporated milk,385.0,millilitres,Beverages
2008-06-01,Canada,v735174,2.53,Eggs,1.0,dozen,Protein
2008-06-01,Canada,v735175,2.45,Bread,675.0,grams,Grains
2008-06-01,Canada,v735177,2.17,Soda crackers,450.0,grams,Grains
2008-06-01,Canada,v735178,1.45,Macaroni,500.0,grams,Grains
2008-06-01,Canada,v735179,5.1,Flour,2.5,kilograms,Grains
2008-06-01,Canada,v735180,3.81,Corn flakes,675.0,grams,Grains
2008-06-01,Canada,v735181,3.25,Apples,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735182,1.42,Bananas,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735183,2.48,Grapefruits,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735184,2.73,Oranges,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735185,1.88,Apple juice,1.36,litres,Beverages
2008-06-01,Canada,v735186,3.7,Orange juice,1.0,litre,Beverages
2008-06-01,Canada,v735189,1.8,Carrots,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735190,3.11,Celery,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735191,7.03,Mushrooms,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735192,1.27,Onions,1.0,kilogram,Veg_Fruits
2008-06-01,Canada,v735193,4.55,Potatoes,4.54,kilograms,Veg_Fruits
2008-06-01,Canada,v735194,2.03,"French fried potatoes, frozen",1.0,kilogram,Frozen
2008-06-01,Canada,v735195,0.93,"Baked beans, canned",398.0,millilitres,Plant_based
2008-06-01,Canada,v735196,1.3,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2008-06-01,Canada,v735197,1.63,Tomato juice,1.36,litres,Beverages
2008-06-01,Canada,v735199,2.59,Ketchup,1.0,litre,Other_foods
2008-06-01,Canada,v735200,2.35,"Sugar, white",2.0,kilograms,Other_foods
2008-06-01,Canada,v735201,3.78,"Coffee, roasted",300.0,grams,Beverages
2008-06-01,Canada,v735202,5.17,"Coffee, instant",200.0,grams,Beverages
2008-06-01,Canada,v735203,3.91,Tea ,72.0,bags,Beverages
2008-06-01,Canada,v735204,3.89,Cooking or salad oil,1.0,litre,Oils
2008-06-01,Canada,v735205,0.93,"Soup, canned",284.0,millilitres,Other_foods
2008-06-01,Canada,v735207,2.67,Peanut butter,500.0,grams,Other_foods
2008-06-01,Canada,v735208,1.22,Fruit flavoured crystals,2.25,litres,Beverages
2008-06-01,Canada,v735210,1.42,"Soft drinks, cola type",2.0,litres,Beverages
2008-06-01,Canada,v735211,1.44,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2008-07-01,Canada,v735165,11.86,Round steak,1.0,kilogram,Protein
2008-07-01,Canada,v735176,15.08,Sirloin steak,1.0,kilogram,Protein
2008-07-01,Canada,v735187,21.36,Prime rib roast,1.0,kilogram,Protein
2008-07-01,Canada,v735198,9.38,Blade roast,1.0,kilogram,Protein
2008-07-01,Canada,v735209,9.53,Stewing beef,1.0,kilogram,Protein
2008-07-01,Canada,v735220,6.13,Ground beef,1.0,kilogram,Protein
2008-07-01,Canada,v735221,9.18,Pork chops,1.0,kilogram,Protein
2008-07-01,Canada,v735223,6.11,Chicken,1.0,kilogram,Protein
2008-07-01,Canada,v735166,4.44,Bacon,500.0,grams,Protein
2008-07-01,Canada,v735167,2.68,Wieners,450.0,grams,Protein
2008-07-01,Canada,v735168,3.29,Canned salmon,213.0,grams,Protein
2008-07-01,Canada,v735169,2.07,Homogenized milk,1.0,litre,Beverages
2008-07-01,Canada,v735170,1.99,Partly skimmed milk,1.0,litre,Beverages
2008-07-01,Canada,v735171,4.28,Butter,454.0,grams,Dairy
2008-07-01,Canada,v735172,2.81,Processed cheese slices,250.0,grams,Dairy
2008-07-01,Canada,v735173,1.67,Evaporated milk,385.0,millilitres,Beverages
2008-07-01,Canada,v735174,2.59,Eggs,1.0,dozen,Protein
2008-07-01,Canada,v735175,2.49,Bread,675.0,grams,Grains
2008-07-01,Canada,v735177,2.24,Soda crackers,450.0,grams,Grains
2008-07-01,Canada,v735178,1.5,Macaroni,500.0,grams,Grains
2008-07-01,Canada,v735179,5.2,Flour,2.5,kilograms,Grains
2008-07-01,Canada,v735180,3.94,Corn flakes,675.0,grams,Grains
2008-07-01,Canada,v735181,3.38,Apples,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735182,1.44,Bananas,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735183,2.69,Grapefruits,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735184,2.91,Oranges,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735185,1.88,Apple juice,1.36,litres,Beverages
2008-07-01,Canada,v735186,3.63,Orange juice,1.0,litre,Beverages
2008-07-01,Canada,v735189,1.87,Carrots,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735190,2.81,Celery,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735191,7.27,Mushrooms,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735192,1.34,Onions,1.0,kilogram,Veg_Fruits
2008-07-01,Canada,v735193,4.86,Potatoes,4.54,kilograms,Veg_Fruits
2008-07-01,Canada,v735194,1.99,"French fried potatoes, frozen",1.0,kilogram,Frozen
2008-07-01,Canada,v735195,0.9,"Baked beans, canned",398.0,millilitres,Plant_based
2008-07-01,Canada,v735196,1.29,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2008-07-01,Canada,v735197,1.58,Tomato juice,1.36,litres,Beverages
2008-07-01,Canada,v735199,2.72,Ketchup,1.0,litre,Other_foods
2008-07-01,Canada,v735200,2.41,"Sugar, white",2.0,kilograms,Other_foods
2008-07-01,Canada,v735201,3.88,"Coffee, roasted",300.0,grams,Beverages
2008-07-01,Canada,v735202,5.17,"Coffee, instant",200.0,grams,Beverages
2008-07-01,Canada,v735203,3.9,Tea ,72.0,bags,Beverages
2008-07-01,Canada,v735204,4.09,Cooking or salad oil,1.0,litre,Oils
2008-07-01,Canada,v735205,0.95,"Soup, canned",284.0,millilitres,Other_foods
2008-07-01,Canada,v735207,2.76,Peanut butter,500.0,grams,Other_foods
2008-07-01,Canada,v735208,1.22,Fruit flavoured crystals,2.25,litres,Beverages
2008-07-01,Canada,v735210,1.41,"Soft drinks, cola type",2.0,litres,Beverages
2008-07-01,Canada,v735211,1.47,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2008-08-01,Canada,v735165,12.22,Round steak,1.0,kilogram,Protein
2008-08-01,Canada,v735176,15.69,Sirloin steak,1.0,kilogram,Protein
2008-08-01,Canada,v735187,21.83,Prime rib roast,1.0,kilogram,Protein
2008-08-01,Canada,v735198,9.51,Blade roast,1.0,kilogram,Protein
2008-08-01,Canada,v735209,9.59,Stewing beef,1.0,kilogram,Protein
2008-08-01,Canada,v735220,6.23,Ground beef,1.0,kilogram,Protein
2008-08-01,Canada,v735221,9.38,Pork chops,1.0,kilogram,Protein
2008-08-01,Canada,v735223,6.21,Chicken,1.0,kilogram,Protein
2008-08-01,Canada,v735166,4.55,Bacon,500.0,grams,Protein
2008-08-01,Canada,v735167,2.69,Wieners,450.0,grams,Protein
2008-08-01,Canada,v735168,3.25,Canned salmon,213.0,grams,Protein
2008-08-01,Canada,v735169,2.08,Homogenized milk,1.0,litre,Beverages
2008-08-01,Canada,v735170,2.0,Partly skimmed milk,1.0,litre,Beverages
2008-08-01,Canada,v735171,4.27,Butter,454.0,grams,Dairy
2008-08-01,Canada,v735172,2.82,Processed cheese slices,250.0,grams,Dairy
2008-08-01,Canada,v735173,1.69,Evaporated milk,385.0,millilitres,Beverages
2008-08-01,Canada,v735174,2.64,Eggs,1.0,dozen,Protein
2008-08-01,Canada,v735175,2.45,Bread,675.0,grams,Grains
2008-08-01,Canada,v735177,2.34,Soda crackers,450.0,grams,Grains
2008-08-01,Canada,v735178,1.51,Macaroni,500.0,grams,Grains
2008-08-01,Canada,v735179,5.15,Flour,2.5,kilograms,Grains
2008-08-01,Canada,v735180,3.91,Corn flakes,675.0,grams,Grains
2008-08-01,Canada,v735181,3.64,Apples,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735182,1.43,Bananas,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735183,2.67,Grapefruits,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735184,3.06,Oranges,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735185,1.89,Apple juice,1.36,litres,Beverages
2008-08-01,Canada,v735186,3.67,Orange juice,1.0,litre,Beverages
2008-08-01,Canada,v735189,1.76,Carrots,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735190,1.99,Celery,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735191,7.25,Mushrooms,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735192,1.42,Onions,1.0,kilogram,Veg_Fruits
2008-08-01,Canada,v735193,5.53,Potatoes,4.54,kilograms,Veg_Fruits
2008-08-01,Canada,v735194,2.01,"French fried potatoes, frozen",1.0,kilogram,Frozen
2008-08-01,Canada,v735195,0.91,"Baked beans, canned",398.0,millilitres,Plant_based
2008-08-01,Canada,v735196,1.3,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2008-08-01,Canada,v735197,1.62,Tomato juice,1.36,litres,Beverages
2008-08-01,Canada,v735199,2.71,Ketchup,1.0,litre,Other_foods
2008-08-01,Canada,v735200,2.43,"Sugar, white",2.0,kilograms,Other_foods
2008-08-01,Canada,v735201,3.98,"Coffee, roasted",300.0,grams,Beverages
2008-08-01,Canada,v735202,5.3,"Coffee, instant",200.0,grams,Beverages
2008-08-01,Canada,v735203,3.88,Tea ,72.0,bags,Beverages
2008-08-01,Canada,v735204,4.14,Cooking or salad oil,1.0,litre,Oils
2008-08-01,Canada,v735205,0.95,"Soup, canned",284.0,millilitres,Other_foods
2008-08-01,Canada,v735207,2.78,Peanut butter,500.0,grams,Other_foods
2008-08-01,Canada,v735208,1.24,Fruit flavoured crystals,2.25,litres,Beverages
2008-08-01,Canada,v735210,1.4,"Soft drinks, cola type",2.0,litres,Beverages
2008-08-01,Canada,v735211,1.48,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2008-09-01,Canada,v735165,12.31,Round steak,1.0,kilogram,Protein
2008-09-01,Canada,v735176,16.23,Sirloin steak,1.0,kilogram,Protein
2008-09-01,Canada,v735187,20.88,Prime rib roast,1.0,kilogram,Protein
2008-09-01,Canada,v735198,9.6,Blade roast,1.0,kilogram,Protein
2008-09-01,Canada,v735209,9.34,Stewing beef,1.0,kilogram,Protein
2008-09-01,Canada,v735220,6.52,Ground beef,1.0,kilogram,Protein
2008-09-01,Canada,v735221,9.5,Pork chops,1.0,kilogram,Protein
2008-09-01,Canada,v735223,6.09,Chicken,1.0,kilogram,Protein
2008-09-01,Canada,v735166,4.5,Bacon,500.0,grams,Protein
2008-09-01,Canada,v735167,2.79,Wieners,450.0,grams,Protein
2008-09-01,Canada,v735168,3.31,Canned salmon,213.0,grams,Protein
2008-09-01,Canada,v735169,2.13,Homogenized milk,1.0,litre,Beverages
2008-09-01,Canada,v735170,2.03,Partly skimmed milk,1.0,litre,Beverages
2008-09-01,Canada,v735171,4.25,Butter,454.0,grams,Dairy
2008-09-01,Canada,v735172,2.78,Processed cheese slices,250.0,grams,Dairy
2008-09-01,Canada,v735173,1.73,Evaporated milk,385.0,millilitres,Beverages
2008-09-01,Canada,v735174,2.63,Eggs,1.0,dozen,Protein
2008-09-01,Canada,v735175,2.39,Bread,675.0,grams,Grains
2008-09-01,Canada,v735177,2.32,Soda crackers,450.0,grams,Grains
2008-09-01,Canada,v735178,1.51,Macaroni,500.0,grams,Grains
2008-09-01,Canada,v735179,5.11,Flour,2.5,kilograms,Grains
2008-09-01,Canada,v735180,3.86,Corn flakes,675.0,grams,Grains
2008-09-01,Canada,v735181,4.04,Apples,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735182,1.4,Bananas,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735183,2.72,Grapefruits,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735184,2.94,Oranges,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735185,1.85,Apple juice,1.36,litres,Beverages
2008-09-01,Canada,v735186,3.57,Orange juice,1.0,litre,Beverages
2008-09-01,Canada,v735189,1.55,Carrots,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735190,1.73,Celery,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735191,7.11,Mushrooms,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735192,1.46,Onions,1.0,kilogram,Veg_Fruits
2008-09-01,Canada,v735193,5.46,Potatoes,4.54,kilograms,Veg_Fruits
2008-09-01,Canada,v735194,2.0,"French fried potatoes, frozen",1.0,kilogram,Frozen
2008-09-01,Canada,v735195,0.94,"Baked beans, canned",398.0,millilitres,Plant_based
2008-09-01,Canada,v735196,1.33,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2008-09-01,Canada,v735197,1.63,Tomato juice,1.36,litres,Beverages
2008-09-01,Canada,v735199,2.76,Ketchup,1.0,litre,Other_foods
2008-09-01,Canada,v735200,2.43,"Sugar, white",2.0,kilograms,Other_foods
2008-09-01,Canada,v735201,4.08,"Coffee, roasted",300.0,grams,Beverages
2008-09-01,Canada,v735202,5.44,"Coffee, instant",200.0,grams,Beverages
2008-09-01,Canada,v735203,3.82,Tea ,72.0,bags,Beverages
2008-09-01,Canada,v735204,4.15,Cooking or salad oil,1.0,litre,Oils
2008-09-01,Canada,v735205,0.95,"Soup, canned",284.0,millilitres,Other_foods
2008-09-01,Canada,v735207,2.79,Peanut butter,500.0,grams,Other_foods
2008-09-01,Canada,v735208,1.23,Fruit flavoured crystals,2.25,litres,Beverages
2008-09-01,Canada,v735210,1.48,"Soft drinks, cola type",2.0,litres,Beverages
2008-09-01,Canada,v735211,1.53,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2008-10-01,Canada,v735165,12.4,Round steak,1.0,kilogram,Protein
2008-10-01,Canada,v735176,15.37,Sirloin steak,1.0,kilogram,Protein
2008-10-01,Canada,v735187,20.27,Prime rib roast,1.0,kilogram,Protein
2008-10-01,Canada,v735198,9.72,Blade roast,1.0,kilogram,Protein
2008-10-01,Canada,v735209,9.61,Stewing beef,1.0,kilogram,Protein
2008-10-01,Canada,v735220,6.64,Ground beef,1.0,kilogram,Protein
2008-10-01,Canada,v735221,9.37,Pork chops,1.0,kilogram,Protein
2008-10-01,Canada,v735223,6.19,Chicken,1.0,kilogram,Protein
2008-10-01,Canada,v735166,4.41,Bacon,500.0,grams,Protein
2008-10-01,Canada,v735167,2.83,Wieners,450.0,grams,Protein
2008-10-01,Canada,v735168,3.3,Canned salmon,213.0,grams,Protein
2008-10-01,Canada,v735169,2.12,Homogenized milk,1.0,litre,Beverages
2008-10-01,Canada,v735170,2.04,Partly skimmed milk,1.0,litre,Beverages
2008-10-01,Canada,v735171,4.28,Butter,454.0,grams,Dairy
2008-10-01,Canada,v735172,2.85,Processed cheese slices,250.0,grams,Dairy
2008-10-01,Canada,v735173,1.71,Evaporated milk,385.0,millilitres,Beverages
2008-10-01,Canada,v735174,2.62,Eggs,1.0,dozen,Protein
2008-10-01,Canada,v735175,2.46,Bread,675.0,grams,Grains
2008-10-01,Canada,v735177,2.33,Soda crackers,450.0,grams,Grains
2008-10-01,Canada,v735178,1.5,Macaroni,500.0,grams,Grains
2008-10-01,Canada,v735179,4.89,Flour,2.5,kilograms,Grains
2008-10-01,Canada,v735180,4.03,Corn flakes,675.0,grams,Grains
2008-10-01,Canada,v735181,3.83,Apples,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735182,1.45,Bananas,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735183,2.7,Grapefruits,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735184,3.03,Oranges,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735185,1.84,Apple juice,1.36,litres,Beverages
2008-10-01,Canada,v735186,3.59,Orange juice,1.0,litre,Beverages
2008-10-01,Canada,v735189,1.46,Carrots,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735190,1.72,Celery,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735191,7.37,Mushrooms,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735192,1.41,Onions,1.0,kilogram,Veg_Fruits
2008-10-01,Canada,v735193,4.79,Potatoes,4.54,kilograms,Veg_Fruits
2008-10-01,Canada,v735194,2.03,"French fried potatoes, frozen",1.0,kilogram,Frozen
2008-10-01,Canada,v735195,0.95,"Baked beans, canned",398.0,millilitres,Plant_based
2008-10-01,Canada,v735196,1.35,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2008-10-01,Canada,v735197,1.53,Tomato juice,1.36,litres,Beverages
2008-10-01,Canada,v735199,2.79,Ketchup,1.0,litre,Other_foods
2008-10-01,Canada,v735200,2.45,"Sugar, white",2.0,kilograms,Other_foods
2008-10-01,Canada,v735201,4.13,"Coffee, roasted",300.0,grams,Beverages
2008-10-01,Canada,v735202,5.33,"Coffee, instant",200.0,grams,Beverages
2008-10-01,Canada,v735203,3.86,Tea ,72.0,bags,Beverages
2008-10-01,Canada,v735204,4.22,Cooking or salad oil,1.0,litre,Oils
2008-10-01,Canada,v735205,0.94,"Soup, canned",284.0,millilitres,Other_foods
2008-10-01,Canada,v735207,2.85,Peanut butter,500.0,grams,Other_foods
2008-10-01,Canada,v735208,1.26,Fruit flavoured crystals,2.25,litres,Beverages
2008-10-01,Canada,v735210,1.46,"Soft drinks, cola type",2.0,litres,Beverages
2008-10-01,Canada,v735211,1.53,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2008-11-01,Canada,v735165,12.49,Round steak,1.0,kilogram,Protein
2008-11-01,Canada,v735176,15.73,Sirloin steak,1.0,kilogram,Protein
2008-11-01,Canada,v735187,20.76,Prime rib roast,1.0,kilogram,Protein
2008-11-01,Canada,v735198,9.52,Blade roast,1.0,kilogram,Protein
2008-11-01,Canada,v735209,9.4,Stewing beef,1.0,kilogram,Protein
2008-11-01,Canada,v735220,6.81,Ground beef,1.0,kilogram,Protein
2008-11-01,Canada,v735221,9.44,Pork chops,1.0,kilogram,Protein
2008-11-01,Canada,v735223,6.46,Chicken,1.0,kilogram,Protein
2008-11-01,Canada,v735166,4.36,Bacon,500.0,grams,Protein
2008-11-01,Canada,v735167,2.9,Wieners,450.0,grams,Protein
2008-11-01,Canada,v735168,3.29,Canned salmon,213.0,grams,Protein
2008-11-01,Canada,v735169,2.14,Homogenized milk,1.0,litre,Beverages
2008-11-01,Canada,v735170,2.03,Partly skimmed milk,1.0,litre,Beverages
2008-11-01,Canada,v735171,4.32,Butter,454.0,grams,Dairy
2008-11-01,Canada,v735172,2.82,Processed cheese slices,250.0,grams,Dairy
2008-11-01,Canada,v735173,1.77,Evaporated milk,385.0,millilitres,Beverages
2008-11-01,Canada,v735174,2.61,Eggs,1.0,dozen,Protein
2008-11-01,Canada,v735175,2.44,Bread,675.0,grams,Grains
2008-11-01,Canada,v735177,2.38,Soda crackers,450.0,grams,Grains
2008-11-01,Canada,v735178,1.52,Macaroni,500.0,grams,Grains
2008-11-01,Canada,v735179,4.84,Flour,2.5,kilograms,Grains
2008-11-01,Canada,v735180,3.92,Corn flakes,675.0,grams,Grains
2008-11-01,Canada,v735181,3.64,Apples,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735182,1.58,Bananas,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735183,2.6,Grapefruits,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735184,2.95,Oranges,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735185,1.87,Apple juice,1.36,litres,Beverages
2008-11-01,Canada,v735186,3.6,Orange juice,1.0,litre,Beverages
2008-11-01,Canada,v735189,1.37,Carrots,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735190,2.47,Celery,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735191,7.97,Mushrooms,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735192,1.36,Onions,1.0,kilogram,Veg_Fruits
2008-11-01,Canada,v735193,5.16,Potatoes,4.54,kilograms,Veg_Fruits
2008-11-01,Canada,v735194,2.09,"French fried potatoes, frozen",1.0,kilogram,Frozen
2008-11-01,Canada,v735195,1.0,"Baked beans, canned",398.0,millilitres,Plant_based
2008-11-01,Canada,v735196,1.35,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2008-11-01,Canada,v735197,1.6,Tomato juice,1.36,litres,Beverages
2008-11-01,Canada,v735199,2.96,Ketchup,1.0,litre,Other_foods
2008-11-01,Canada,v735200,2.5,"Sugar, white",2.0,kilograms,Other_foods
2008-11-01,Canada,v735201,4.1,"Coffee, roasted",300.0,grams,Beverages
2008-11-01,Canada,v735202,5.37,"Coffee, instant",200.0,grams,Beverages
2008-11-01,Canada,v735203,3.9,Tea ,72.0,bags,Beverages
2008-11-01,Canada,v735204,4.22,Cooking or salad oil,1.0,litre,Oils
2008-11-01,Canada,v735205,0.96,"Soup, canned",284.0,millilitres,Other_foods
2008-11-01,Canada,v735207,2.86,Peanut butter,500.0,grams,Other_foods
2008-11-01,Canada,v735208,1.32,Fruit flavoured crystals,2.25,litres,Beverages
2008-11-01,Canada,v735210,1.41,"Soft drinks, cola type",2.0,litres,Beverages
2008-11-01,Canada,v735211,1.49,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2008-12-01,Canada,v735165,12.49,Round steak,1.0,kilogram,Protein
2008-12-01,Canada,v735176,15.45,Sirloin steak,1.0,kilogram,Protein
2008-12-01,Canada,v735187,21.7,Prime rib roast,1.0,kilogram,Protein
2008-12-01,Canada,v735198,9.85,Blade roast,1.0,kilogram,Protein
2008-12-01,Canada,v735209,9.72,Stewing beef,1.0,kilogram,Protein
2008-12-01,Canada,v735220,6.87,Ground beef,1.0,kilogram,Protein
2008-12-01,Canada,v735221,9.51,Pork chops,1.0,kilogram,Protein
2008-12-01,Canada,v735223,6.15,Chicken,1.0,kilogram,Protein
2008-12-01,Canada,v735166,4.37,Bacon,500.0,grams,Protein
2008-12-01,Canada,v735167,2.97,Wieners,450.0,grams,Protein
2008-12-01,Canada,v735168,3.32,Canned salmon,213.0,grams,Protein
2008-12-01,Canada,v735169,2.14,Homogenized milk,1.0,litre,Beverages
2008-12-01,Canada,v735170,2.05,Partly skimmed milk,1.0,litre,Beverages
2008-12-01,Canada,v735171,4.23,Butter,454.0,grams,Dairy
2008-12-01,Canada,v735172,2.85,Processed cheese slices,250.0,grams,Dairy
2008-12-01,Canada,v735173,1.78,Evaporated milk,385.0,millilitres,Beverages
2008-12-01,Canada,v735174,2.64,Eggs,1.0,dozen,Protein
2008-12-01,Canada,v735175,2.43,Bread,675.0,grams,Grains
2008-12-01,Canada,v735177,2.4,Soda crackers,450.0,grams,Grains
2008-12-01,Canada,v735178,1.51,Macaroni,500.0,grams,Grains
2008-12-01,Canada,v735179,4.64,Flour,2.5,kilograms,Grains
2008-12-01,Canada,v735180,4.03,Corn flakes,675.0,grams,Grains
2008-12-01,Canada,v735181,3.52,Apples,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735182,1.6,Bananas,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735183,2.38,Grapefruits,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735184,2.91,Oranges,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735185,1.9,Apple juice,1.36,litres,Beverages
2008-12-01,Canada,v735186,3.67,Orange juice,1.0,litre,Beverages
2008-12-01,Canada,v735189,1.45,Carrots,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735190,2.45,Celery,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735191,8.02,Mushrooms,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735192,1.49,Onions,1.0,kilogram,Veg_Fruits
2008-12-01,Canada,v735193,5.19,Potatoes,4.54,kilograms,Veg_Fruits
2008-12-01,Canada,v735194,2.09,"French fried potatoes, frozen",1.0,kilogram,Frozen
2008-12-01,Canada,v735195,1.01,"Baked beans, canned",398.0,millilitres,Plant_based
2008-12-01,Canada,v735196,1.39,"Tomatoes, canned",796.0,millilitres,Veg_Fruits
2008-12-01,Canada,v735197,1.64,Tomato juice,1.36,litres,Beverages
2008-12-01,Canada,v735199,2.98,Ketchup,1.0,litre,Other_foods
2008-12-01,Canada,v735200,2.49,"Sugar, white",2.0,kilograms,Other_foods
2008-12-01,Canada,v735201,4.13,"Coffee, roasted",300.0,grams,Beverages
2008-12-01,Canada,v735202,5.45,"Coffee, instant",200.0,grams,Beverages
2008-12-01,Canada,v735203,3.92,Tea ,72.0,bags,Beverages
2008-12-01,Canada,v735204,4.28,Cooking or salad oil,1.0,litre,Oils
2008-12-01,Canada,v735205,0.98,"Soup, canned",284.0,millilitres,Other_foods
2008-12-01,Canada,v735207,2.88,Peanut butter,500.0,grams,Other_foods
2008-12-01,Canada,v735208,1.33,Fruit flavoured crystals,2.25,litres,Beverages
2008-12-01,Canada,v735210,1.45,"Soft drinks, cola type",2.0,litres,Beverages
2008-12-01,Canada,v735211,1.46,"Soft drinks, lemon-lime type",2.0,litres,Beverages
2009-01-01,Canada,v735165,12.54,Round steak,1.0,kilogram,Protein
2009-01-01,Canada,v735176,15.02,Sirloin steak,1.0,kilogram,Protein
2009-01-01,Canada,v735187,21.96,Prime rib roast,1.0,kilogram,Protein
2009-01-01,Canada,v735198,9.79,Blade roast,1.0,kilogram,Protein
2009-01-01,Canada,v735209,9.37,Stewing beef,1.0,kilogram,Protein
2009-01-01,Canada,v735220,6.74,Ground beef,1.0,kilogram,Protein
2009-01-01,Canada,v735221,9.54,Pork chops,1.0,kilogram,Protein
2009-01-01,Canada,v735223,6.38,Chicken,1.0,kilogram,Protein
2009-01-01,Canada,v735166,4.58,Bacon,500.0,grams,Protein
2009-01-01,Canada,v735167,2.91,Wieners,450.0,grams,Protein
2009-01-01,Canada,v735168,3.25,Canned salmon,213.0,grams,Protein
2009-01-01,Canada,v735169,2.13,Homogenized milk,1.0,litre,Beverages
2009-01-01,Canada,v735170,2.05,Partly skimmed milk,1.0,litre,Beverages
2009-01-01,Canada,v735171,4.37,Butter,454.0,grams,Dairy
2009-01-01,Canada,v735172,2.82,Processed cheese slices,250.0,grams,Dairy
2009-01-01,Canada,v735173,1.83,Evaporated milk,385.0,millilitres,Beverages
2009-01-01,Canada,v735174,2.63,Eggs,1.0,dozen,Protein
2009-01-01,Canada,v735175,2.49,Bread,675.0,grams,Grains
2009-01-01,Canada,v735177,2.39,Soda crackers,450.0,grams,Grains
2009-01-01,Canada,v735178,1.52,Macaroni,500.0,grams,Grains
2009-01-01,Canada,v735179,4.82,Flour,2.5,kilograms,Grains
2009-01-01,Canada,v735180,3.88,Corn flakes,675.0,grams,Grains
2009-01-01,Canada,v735181,3.65,Apples,1.0,kilogram,Veg_Fruits
2009-01-01,Canada,v735182,1.61,Bananas,1.0,kilogram,Veg_Fruits
2009-01-01,Canada,v735183,2.38,Grapefruits,1.0,kilogram,Veg_Fruits
2009-01-01,Canada,v735184,2.8,Oranges,1.0,kilogram,Veg_Fruits
2009-01-01,Canada,v735185,1.84,Apple juice,1.36,litres,Beverages
