date,location,vectorid,price,product,unit_quantity,unit,category,z_score
2005-01-01,Canada,v735192,1.02,Onions,1.0,kilogram,Veg_Fruits,-1.1642157964279867
2005-01-01,Canada,v735193,3.36,Potatoes,4.54,kilograms,Veg_Fruits,-0.864832550246045
2005-01-01,Canada,v735194,1.96,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.4951108413713453
2005-01-01,Canada,v735195,0.86,"Baked beans, canned",398.0,millilitres,Plant_based,-0.7959358350596254
2005-01-01,Canada,v735196,1.21,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-1.0083768266271806
2005-01-01,Canada,v735197,1.5,Tomato juice,1.36,litres,Beverages,-0.8934512816487734
2005-01-01,Canada,v735199,2.61,Ketchup,1.0,litre,Other_foods,-0.6624300568503396
2005-01-01,Canada,v735200,2.38,"Sugar, white",2.0,kilograms,Other_foods,-0.5584177027356796
2005-01-01,Canada,v735201,3.22,"Coffee, roasted",300.0,grams,Beverages,-1.1062019815186506
2005-01-01,Canada,v735202,4.34,"Coffee, instant",200.0,grams,Beverages,-1.4525599318901554
2005-01-01,Canada,v735203,3.38,Tea ,72.0,bags,Beverages,-0.7733454453356744
2005-01-01,Canada,v735204,3.44,Cooking or salad oil,1.0,litre,Oils,-0.27528498995326206
2005-01-01,Canada,v735205,0.81,"Soup, canned",284.0,millilitres,Other_foods,-0.7191466372961455
2005-01-01,Canada,v735207,2.64,Peanut butter,500.0,grams,Protein,-0.6805353745086989
2005-01-01,Canada,v735208,1.28,Fruit flavoured crystals,2.25,litres,Beverages,-0.49771625780556905
2005-01-01,Canada,v735210,1.36,"Soft drinks, cola type",2.0,litres,Beverages,-0.5617155961669485
2005-01-01,Canada,v735211,1.42,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.5289658432149761
2005-02-01,Canada,v735165,12.49,Round steak,1.0,kilogram,Protein,-0.2967130460079919
2005-02-01,Canada,v735176,14.75,Sirloin steak,1.0,kilogram,Protein,-0.42517683063420947
2005-02-01,Canada,v735187,18.6,Prime rib roast,1.0,kilogram,Protein,-0.47737045200506867
2005-02-01,Canada,v735198,8.59,Blade roast,1.0,kilogram,Protein,-0.5572228172535192
2005-02-01,Canada,v735209,9.47,Stewing beef,1.0,kilogram,Protein,-0.3914402970225886
2005-02-01,Canada,v735220,5.48,Ground beef,1.0,kilogram,Protein,-0.6603906308941665
2005-02-01,Canada,v735221,10.36,Pork chops,1.0,kilogram,Protein,-0.0017654735778887837
2005-02-01,Canada,v735223,5.25,Chicken,1.0,kilogram,Protein,-0.5218957172980137
2005-02-01,Canada,v735166,4.84,Bacon,500.0,grams,Protein,-0.1897798710466066
2005-02-01,Canada,v735167,2.62,Wieners,450.0,grams,Protein,-0.6880651535707316
2005-02-01,Canada,v735168,3.31,Canned salmon,213.0,grams,Protein,-0.8124852928932851
2005-02-01,Canada,v735169,1.77,Homogenized milk,1.0,litre,Beverages,-0.6038844095332406
2005-02-01,Canada,v735170,1.71,Partly skimmed milk,1.0,litre,Beverages,-0.6012582021768349
2005-02-01,Canada,v735171,3.71,Butter,454.0,grams,Protein,-0.4272957468656835
2005-02-01,Canada,v735172,2.53,Processed cheese slices,250.0,grams,Dairy,-1.1249291527432381
2005-02-01,Canada,v735173,1.25,Evaporated milk,385.0,millilitres,Beverages,-0.8159702076322066
2005-02-01,Canada,v735174,2.27,Eggs,1.0,dozen,Protein,-0.49448928088640326
2005-02-01,Canada,v735175,1.68,Bread,675.0,grams,Grains,-0.7564654382300893
2005-02-01,Canada,v735177,1.98,Soda crackers,450.0,grams,Grains,-0.8628095355267096
2005-02-01,Canada,v735178,0.98,Macaroni,500.0,grams,Grains,-1.051546471826672
2005-02-01,Canada,v735179,3.55,Flour,2.5,kilograms,Grains,-0.9154717454981137
2005-02-01,Canada,v735180,3.6,Corn flakes,675.0,grams,Grains,-0.6438280281119139
2005-02-01,Canada,v735181,2.71,Apples,1.0,kilogram,Veg_Fruits,-0.7875858782855937
2005-02-01,Canada,v735182,1.21,Bananas,1.0,kilogram,Veg_Fruits,-1.0676809157922234
2005-02-01,Canada,v735183,2.23,Grapefruits,1.0,kilogram,Veg_Fruits,-0.32212732576314446
2005-02-01,Canada,v735184,2.29,Oranges,1.0,kilogram,Veg_Fruits,-0.7942709027584749
2005-02-01,Canada,v735185,1.57,Apple juice,1.36,litres,Beverages,-1.0420147468659
2005-02-01,Canada,v735186,3.08,Orange juice,1.0,litre,Beverages,-0.3840151621050536
2005-02-01,Canada,v735189,1.28,Carrots,1.0,kilogram,Veg_Fruits,-0.8635797901672514
2005-02-01,Canada,v735190,2.03,Celery,1.0,kilogram,Veg_Fruits,-0.17953954168284492
2005-02-01,Canada,v735191,6.71,Mushrooms,1.0,kilogram,Veg_Fruits,-0.4883327685138969
2005-02-01,Canada,v735192,1.05,Onions,1.0,kilogram,Veg_Fruits,-1.1015104847798662
2005-02-01,Canada,v735193,3.49,Potatoes,4.54,kilograms,Veg_Fruits,-0.8048168248826465
2005-02-01,Canada,v735194,1.94,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.5387636160263984
2005-02-01,Canada,v735195,0.9,"Baked beans, canned",398.0,millilitres,Plant_based,-0.6115513388937429
2005-02-01,Canada,v735196,1.21,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-1.0083768266271806
2005-02-01,Canada,v735197,1.51,Tomato juice,1.36,litres,Beverages,-0.8741583679693999
2005-02-01,Canada,v735199,2.63,Ketchup,1.0,litre,Other_foods,-0.6219971419405455
2005-02-01,Canada,v735200,2.37,"Sugar, white",2.0,kilograms,Other_foods,-0.5910012307635707
2005-02-01,Canada,v735201,3.23,"Coffee, roasted",300.0,grams,Beverages,-1.0977117673697376
2005-02-01,Canada,v735202,4.31,"Coffee, instant",200.0,grams,Beverages,-1.4828222417848913
2005-02-01,Canada,v735203,3.37,Tea ,72.0,bags,Beverages,-0.7908130969104977
2005-02-01,Canada,v735204,3.44,Cooking or salad oil,1.0,litre,Oils,-0.27528498995326206
2005-02-01,Canada,v735205,0.81,"Soup, canned",284.0,millilitres,Other_foods,-0.7191466372961455
2005-02-01,Canada,v735207,2.62,Peanut butter,500.0,grams,Protein,-0.7313611550561987
2005-02-01,Canada,v735208,1.26,Fruit flavoured crystals,2.25,litres,Beverages,-0.5837412900188774
2005-02-01,Canada,v735210,1.35,"Soft drinks, cola type",2.0,litres,Beverages,-0.5927555204978204
2005-02-01,Canada,v735211,1.4,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.6082218982562281
2005-03-01,Canada,v735165,12.17,Round steak,1.0,kilogram,Protein,-0.3921972208531466
2005-03-01,Canada,v735176,14.82,Sirloin steak,1.0,kilogram,Protein,-0.4099788618131185
2005-03-01,Canada,v735187,18.91,Prime rib roast,1.0,kilogram,Protein,-0.4376844828044697
2005-03-01,Canada,v735198,8.87,Blade roast,1.0,kilogram,Protein,-0.4865204280974153
2005-03-01,Canada,v735209,9.33,Stewing beef,1.0,kilogram,Protein,-0.42952619954691496
2005-03-01,Canada,v735220,5.61,Ground beef,1.0,kilogram,Protein,-0.6198374751036099
2005-03-01,Canada,v735221,10.14,Pork chops,1.0,kilogram,Protein,-0.15617982114639042
2005-03-01,Canada,v735223,5.29,Chicken,1.0,kilogram,Protein,-0.4921044366397834
2005-03-01,Canada,v735166,4.85,Bacon,500.0,grams,Protein,-0.18261504904762654
2005-03-01,Canada,v735167,2.56,Wieners,450.0,grams,Protein,-0.7550898268966455
2005-03-01,Canada,v735168,3.3,Canned salmon,213.0,grams,Protein,-0.8233575614050336
2005-03-01,Canada,v735169,1.78,Homogenized milk,1.0,litre,Beverages,-0.5977703817347276
2005-03-01,Canada,v735170,1.72,Partly skimmed milk,1.0,litre,Beverages,-0.5942838649062391
2005-03-01,Canada,v735171,3.88,Butter,454.0,grams,Protein,-0.20924114013183298
2005-03-01,Canada,v735172,2.55,Processed cheese slices,250.0,grams,Dairy,-0.9771745581444082
2005-03-01,Canada,v735173,1.33,Evaporated milk,385.0,millilitres,Beverages,-0.601966758164709
2005-03-01,Canada,v735174,2.25,Eggs,1.0,dozen,Protein,-0.525104323250655
2005-03-01,Canada,v735175,1.69,Bread,675.0,grams,Grains,-0.7411119496942276
2005-03-01,Canada,v735177,1.99,Soda crackers,450.0,grams,Grains,-0.8447998090200053
2005-03-01,Canada,v735178,0.99,Macaroni,500.0,grams,Grains,-1.0117133147484132
2005-03-01,Canada,v735179,3.56,Flour,2.5,kilograms,Grains,-0.9009142220098745
2005-03-01,Canada,v735180,3.58,Corn flakes,675.0,grams,Grains,-0.6654726539925454
2005-03-01,Canada,v735181,2.64,Apples,1.0,kilogram,Veg_Fruits,-0.877051305845339
2005-03-01,Canada,v735182,1.2,Bananas,1.0,kilogram,Veg_Fruits,-1.1161308014476055
2005-03-01,Canada,v735183,2.26,Grapefruits,1.0,kilogram,Veg_Fruits,-0.2815230410030845
2005-03-01,Canada,v735184,2.19,Oranges,1.0,kilogram,Veg_Fruits,-0.9444898006521125
2005-03-01,Canada,v735185,1.65,Apple juice,1.36,litres,Beverages,-0.7393895286224414
2005-03-01,Canada,v735186,3.2,Orange juice,1.0,litre,Beverages,-0.23789442344587913
2005-03-01,Canada,v735189,1.32,Carrots,1.0,kilogram,Veg_Fruits,-0.7705514509373383
2005-03-01,Canada,v735190,2.43,Celery,1.0,kilogram,Veg_Fruits,0.4927583074806
2005-03-01,Canada,v735191,6.76,Mushrooms,1.0,kilogram,Veg_Fruits,-0.4493178477866325
2005-03-01,Canada,v735192,1.01,Onions,1.0,kilogram,Veg_Fruits,-1.1851175669773601
2005-03-01,Canada,v735193,3.41,Potatoes,4.54,kilograms,Veg_Fruits,-0.8417495789524301
2005-03-01,Canada,v735194,1.91,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.6042427780089781
2005-03-01,Canada,v735195,0.89,"Baked beans, canned",398.0,millilitres,Plant_based,-0.6576474629352136
2005-03-01,Canada,v735196,1.21,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-1.0083768266271806
2005-03-01,Canada,v735197,1.5,Tomato juice,1.36,litres,Beverages,-0.8934512816487734
2005-03-01,Canada,v735199,2.67,Ketchup,1.0,litre,Other_foods,-0.541131312120957
2005-03-01,Canada,v735200,2.39,"Sugar, white",2.0,kilograms,Other_foods,-0.5258341747077869
2005-03-01,Canada,v735201,3.32,"Coffee, roasted",300.0,grams,Beverages,-1.0212998400295208
2005-03-01,Canada,v735202,4.31,"Coffee, instant",200.0,grams,Beverages,-1.4828222417848913
2005-03-01,Canada,v735203,3.4,Tea ,72.0,bags,Beverages,-0.7384101421860271
2005-03-01,Canada,v735204,3.42,Cooking or salad oil,1.0,litre,Oils,-0.3192766108967735
2005-03-01,Canada,v735205,0.8,"Soup, canned",284.0,millilitres,Other_foods,-0.774322397182835
2005-03-01,Canada,v735207,2.6,Peanut butter,500.0,grams,Protein,-0.7821869356036983
2005-03-01,Canada,v735208,1.27,Fruit flavoured crystals,2.25,litres,Beverages,-0.5407287739122233
2005-03-01,Canada,v735210,1.38,"Soft drinks, cola type",2.0,litres,Beverages,-0.49963574750520556
2005-03-01,Canada,v735211,1.42,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.5289658432149761
2005-04-01,Canada,v735165,12.06,Round steak,1.0,kilogram,Protein,-0.42501990595616834
2005-04-01,Canada,v735176,14.86,Sirloin steak,1.0,kilogram,Protein,-0.4012943082010667
2005-04-01,Canada,v735187,19.02,Prime rib roast,1.0,kilogram,Protein,-0.4236023647010314
2005-04-01,Canada,v735198,8.86,Blade roast,1.0,kilogram,Protein,-0.489045513424419
2005-04-01,Canada,v735209,9.44,Stewing beef,1.0,kilogram,Protein,-0.39960156184923024
2005-04-01,Canada,v735220,5.67,Ground beef,1.0,kilogram,Protein,-0.6011206339695069
2005-04-01,Canada,v735221,10.08,Pork chops,1.0,kilogram,Protein,-0.19829282502870962
2005-04-01,Canada,v735223,5.35,Chicken,1.0,kilogram,Protein,-0.4474175156524384
2005-04-01,Canada,v735166,4.75,Bacon,500.0,grams,Protein,-0.2542632690374282
2005-04-01,Canada,v735167,2.55,Wieners,450.0,grams,Protein,-0.7662606057842981
2005-04-01,Canada,v735168,3.27,Canned salmon,213.0,grams,Protein,-0.8559743669402781
2005-04-01,Canada,v735169,1.79,Homogenized milk,1.0,litre,Beverages,-0.5916563539362146
2005-04-01,Canada,v735170,1.72,Partly skimmed milk,1.0,litre,Beverages,-0.5942838649062391
2005-04-01,Canada,v735171,3.93,Butter,454.0,grams,Protein,-0.1451074322689354
2005-04-01,Canada,v735172,2.64,Processed cheese slices,250.0,grams,Dairy,-0.312278882449672
2005-04-01,Canada,v735173,1.37,Evaporated milk,385.0,millilitres,Beverages,-0.4949650334309602
2005-04-01,Canada,v735174,2.26,Eggs,1.0,dozen,Protein,-0.5097968020685295
2005-04-01,Canada,v735175,1.79,Bread,675.0,grams,Grains,-0.5875770643356114
2005-04-01,Canada,v735177,2.01,Soda crackers,450.0,grams,Grains,-0.8087803560065971
2005-04-01,Canada,v735178,1.01,Macaroni,500.0,grams,Grains,-0.9320470005918955
2005-04-01,Canada,v735179,3.57,Flour,2.5,kilograms,Grains,-0.8863566985216359
2005-04-01,Canada,v735180,3.54,Corn flakes,675.0,grams,Grains,-0.7087619057538085
2005-04-01,Canada,v735181,2.6,Apples,1.0,kilogram,Veg_Fruits,-0.9281744073080507
2005-04-01,Canada,v735182,1.16,Bananas,1.0,kilogram,Veg_Fruits,-1.3099303440691341
2005-04-01,Canada,v735183,2.28,Grapefruits,1.0,kilogram,Veg_Fruits,-0.254453517829711
2005-04-01,Canada,v735184,2.23,Oranges,1.0,kilogram,Veg_Fruits,-0.8844022414946575
2005-04-01,Canada,v735185,1.62,Apple juice,1.36,litres,Beverages,-0.8528739854637379
2005-04-01,Canada,v735186,3.23,Orange juice,1.0,litre,Beverages,-0.20136423878108578
2005-04-01,Canada,v735189,1.48,Carrots,1.0,kilogram,Veg_Fruits,-0.39843809401768693
2005-04-01,Canada,v735190,2.38,Celery,1.0,kilogram,Veg_Fruits,0.408721076335169
2005-04-01,Canada,v735191,6.8,Mushrooms,1.0,kilogram,Veg_Fruits,-0.41810591120482077
2005-04-01,Canada,v735192,1.02,Onions,1.0,kilogram,Veg_Fruits,-1.1642157964279867
2005-04-01,Canada,v735193,3.5,Potatoes,4.54,kilograms,Veg_Fruits,-0.8002002306239236
2005-04-01,Canada,v735194,1.92,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.5824163906814515
2005-04-01,Canada,v735195,0.9,"Baked beans, canned",398.0,millilitres,Plant_based,-0.6115513388937429
2005-04-01,Canada,v735196,1.23,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.8910358144977996
2005-04-01,Canada,v735197,1.54,Tomato juice,1.36,litres,Beverages,-0.8162796269312798
2005-04-01,Canada,v735199,2.56,Ketchup,1.0,litre,Other_foods,-0.7635123441248247
2005-04-01,Canada,v735200,2.4,"Sugar, white",2.0,kilograms,Other_foods,-0.49325064667989577
2005-04-01,Canada,v735201,3.41,"Coffee, roasted",300.0,grams,Beverages,-0.9448879126893034
2005-04-01,Canada,v735202,4.23,"Coffee, instant",200.0,grams,Beverages,-1.5635217348375186
2005-04-01,Canada,v735203,3.42,Tea ,72.0,bags,Beverages,-0.7034748390363798
2005-04-01,Canada,v735204,3.46,Cooking or salad oil,1.0,litre,Oils,-0.2312933690097506
2005-04-01,Canada,v735205,0.82,"Soup, canned",284.0,millilitres,Other_foods,-0.6639708774094567
2005-04-01,Canada,v735207,2.64,Peanut butter,500.0,grams,Protein,-0.6805353745086989
2005-04-01,Canada,v735208,1.25,Fruit flavoured crystals,2.25,litres,Beverages,-0.6267538061255316
2005-04-01,Canada,v735210,1.42,"Soft drinks, cola type",2.0,litres,Beverages,-0.3754760501817182
2005-04-01,Canada,v735211,1.45,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.4100817606530982
2005-05-01,Canada,v735165,12.27,Round steak,1.0,kilogram,Protein,-0.3623584162140359
2005-05-01,Canada,v735176,15.13,Sirloin steak,1.0,kilogram,Protein,-0.34267357131971576
2005-05-01,Canada,v735187,18.37,Prime rib roast,1.0,kilogram,Protein,-0.5068148807668035
2005-05-01,Canada,v735198,9.19,Blade roast,1.0,kilogram,Protein,-0.40571769763329635
2005-05-01,Canada,v735209,9.54,Stewing beef,1.0,kilogram,Protein,-0.3723973457604259
2005-05-01,Canada,v735220,5.63,Ground beef,1.0,kilogram,Protein,-0.6135985280589089
2005-05-01,Canada,v735221,10.05,Pork chops,1.0,kilogram,Protein,-0.2193493269698686
2005-05-01,Canada,v735223,5.36,Chicken,1.0,kilogram,Protein,-0.4399696954878804
2005-05-01,Canada,v735166,4.77,Bacon,500.0,grams,Protein,-0.2399336250394681
2005-05-01,Canada,v735167,2.49,Wieners,450.0,grams,Protein,-0.8332852791102116
2005-05-01,Canada,v735168,3.16,Canned salmon,213.0,grams,Protein,-0.9755693205695088
2005-05-01,Canada,v735169,1.79,Homogenized milk,1.0,litre,Beverages,-0.5916563539362146
2005-05-01,Canada,v735170,1.72,Partly skimmed milk,1.0,litre,Beverages,-0.5942838649062391
2005-05-01,Canada,v735171,3.97,Butter,454.0,grams,Protein,-0.09380046597861759
2005-05-01,Canada,v735172,2.64,Processed cheese slices,250.0,grams,Dairy,-0.312278882449672
2005-05-01,Canada,v735173,1.4,Evaporated milk,385.0,millilitres,Beverages,-0.4147137398806492
2005-05-01,Canada,v735174,2.23,Eggs,1.0,dozen,Protein,-0.5557193656149068
2005-05-01,Canada,v735175,1.78,Bread,675.0,grams,Grains,-0.602930552871473
2005-05-01,Canada,v735177,1.98,Soda crackers,450.0,grams,Grains,-0.8628095355267096
2005-05-01,Canada,v735178,1.01,Macaroni,500.0,grams,Grains,-0.9320470005918955
2005-05-01,Canada,v735179,3.6,Flour,2.5,kilograms,Grains,-0.842684128056919
2005-05-01,Canada,v735180,3.66,Corn flakes,675.0,grams,Grains,-0.5788941504700191
2005-05-01,Canada,v735181,2.72,Apples,1.0,kilogram,Veg_Fruits,-0.7748051029199154
2005-05-01,Canada,v735182,1.21,Bananas,1.0,kilogram,Veg_Fruits,-1.0676809157922234
2005-05-01,Canada,v735183,2.49,Grapefruits,1.0,kilogram,Veg_Fruits,0.02977647549071116
2005-05-01,Canada,v735184,2.44,Oranges,1.0,kilogram,Veg_Fruits,-0.5689425559180188
2005-05-01,Canada,v735185,1.65,Apple juice,1.36,litres,Beverages,-0.7393895286224414
2005-05-01,Canada,v735186,3.2,Orange juice,1.0,litre,Beverages,-0.23789442344587913
2005-05-01,Canada,v735189,1.61,Carrots,1.0,kilogram,Veg_Fruits,-0.09609599152046973
2005-05-01,Canada,v735190,2.54,Celery,1.0,kilogram,Veg_Fruits,0.677640216000547
2005-05-01,Canada,v735191,6.74,Mushrooms,1.0,kilogram,Veg_Fruits,-0.46492381607753797
2005-05-01,Canada,v735192,1.09,Onions,1.0,kilogram,Veg_Fruits,-1.017903402582372
2005-05-01,Canada,v735193,3.46,Potatoes,4.54,kilograms,Veg_Fruits,-0.8186666076588155
2005-05-01,Canada,v735194,1.91,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.6042427780089781
2005-05-01,Canada,v735195,0.9,"Baked beans, canned",398.0,millilitres,Plant_based,-0.6115513388937429
2005-05-01,Canada,v735196,1.23,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.8910358144977996
2005-05-01,Canada,v735197,1.54,Tomato juice,1.36,litres,Beverages,-0.8162796269312798
2005-05-01,Canada,v735199,2.51,Ketchup,1.0,litre,Other_foods,-0.8645946313993107
2005-05-01,Canada,v735200,2.39,"Sugar, white",2.0,kilograms,Other_foods,-0.5258341747077869
2005-05-01,Canada,v735201,3.3,"Coffee, roasted",300.0,grams,Beverages,-1.0382802683273469
2005-05-01,Canada,v735202,4.28,"Coffee, instant",200.0,grams,Beverages,-1.513084551679626
2005-05-01,Canada,v735203,3.42,Tea ,72.0,bags,Beverages,-0.7034748390363798
2005-05-01,Canada,v735204,3.45,Cooking or salad oil,1.0,litre,Oils,-0.2532891794815058
2005-05-01,Canada,v735205,0.83,"Soup, canned",284.0,millilitres,Other_foods,-0.6087951175227672
2005-05-01,Canada,v735207,2.64,Peanut butter,500.0,grams,Protein,-0.6805353745086989
2005-05-01,Canada,v735208,1.24,Fruit flavoured crystals,2.25,litres,Beverages,-0.6697663222321858
2005-05-01,Canada,v735210,1.38,"Soft drinks, cola type",2.0,litres,Beverages,-0.49963574750520556
2005-05-01,Canada,v735211,1.43,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.48933781569435014
2005-06-01,Canada,v735165,12.28,Round steak,1.0,kilogram,Protein,-0.3593745357501249
2005-06-01,Canada,v735176,15.38,Sirloin steak,1.0,kilogram,Protein,-0.2883951112443911
2005-06-01,Canada,v735187,18.8,Prime rib roast,1.0,kilogram,Protein,-0.45176660090790804
2005-06-01,Canada,v735198,8.81,Blade roast,1.0,kilogram,Protein,-0.5016709400594372
2005-06-01,Canada,v735209,9.53,Stewing beef,1.0,kilogram,Protein,-0.37511776736930624
2005-06-01,Canada,v735220,5.63,Ground beef,1.0,kilogram,Protein,-0.6135985280589089
2005-06-01,Canada,v735221,10.22,Pork chops,1.0,kilogram,Protein,-0.10002914930329859
2005-06-01,Canada,v735223,5.3,Chicken,1.0,kilogram,Protein,-0.484656616475226
2005-06-01,Canada,v735166,4.69,Bacon,500.0,grams,Protein,-0.29725220103130906
2005-06-01,Canada,v735167,2.48,Wieners,450.0,grams,Protein,-0.8444560579978642
2005-06-01,Canada,v735168,3.26,Canned salmon,213.0,grams,Protein,-0.8668466354520267
2005-06-01,Canada,v735169,1.79,Homogenized milk,1.0,litre,Beverages,-0.5916563539362146
2005-06-01,Canada,v735170,1.72,Partly skimmed milk,1.0,litre,Beverages,-0.5942838649062391
2005-06-01,Canada,v735171,4.01,Butter,454.0,grams,Protein,-0.04249349968830033
2005-06-01,Canada,v735172,2.66,Processed cheese slices,250.0,grams,Dairy,-0.1645242878508421
2005-06-01,Canada,v735173,1.39,Evaporated milk,385.0,millilitres,Beverages,-0.4414641710640864
2005-06-01,Canada,v735174,2.22,Eggs,1.0,dozen,Protein,-0.5710268867970324
2005-06-01,Canada,v735175,1.79,Bread,675.0,grams,Grains,-0.5875770643356114
2005-06-01,Canada,v735177,2.01,Soda crackers,450.0,grams,Grains,-0.8087803560065971
2005-06-01,Canada,v735178,1.0,Macaroni,500.0,grams,Grains,-0.9718801576701543
2005-06-01,Canada,v735179,3.57,Flour,2.5,kilograms,Grains,-0.8863566985216359
2005-06-01,Canada,v735180,3.52,Corn flakes,675.0,grams,Grains,-0.7304065316344401
2005-06-01,Canada,v735181,2.86,Apples,1.0,kilogram,Veg_Fruits,-0.5958742478004251
2005-06-01,Canada,v735182,1.18,Bananas,1.0,kilogram,Veg_Fruits,-1.2130305727583697
2005-06-01,Canada,v735183,2.9,Grapefruits,1.0,kilogram,Veg_Fruits,0.5847017005448671
2005-06-01,Canada,v735184,2.75,Oranges,1.0,kilogram,Veg_Fruits,-0.10326397244774242
2005-06-01,Canada,v735185,1.62,Apple juice,1.36,litres,Beverages,-0.8528739854637379
2005-06-01,Canada,v735186,3.24,Orange juice,1.0,litre,Beverages,-0.18918751055948763
2005-06-01,Canada,v735189,1.75,Carrots,1.0,kilogram,Veg_Fruits,0.2295031957842252
2005-06-01,Canada,v735190,2.21,Celery,1.0,kilogram,Veg_Fruits,0.12299449044070532
2005-06-01,Canada,v735191,6.94,Mushrooms,1.0,kilogram,Veg_Fruits,-0.30886413316847955
2005-06-01,Canada,v735192,1.17,Onions,1.0,kilogram,Veg_Fruits,-0.8506892381873846
2005-06-01,Canada,v735193,3.77,Potatoes,4.54,kilograms,Veg_Fruits,-0.6755521856384039
2005-06-01,Canada,v735194,1.89,"French fried potatoes, frozen",1.0,kilogram,Frozen,-0.6478955526640312
2005-06-01,Canada,v735195,0.9,"Baked beans, canned",398.0,millilitres,Plant_based,-0.6115513388937429
2005-06-01,Canada,v735196,1.24,"Tomatoes, canned",796.0,millilitres,Veg_Fruits,-0.8323653084331091
2005-06-01,Canada,v735197,1.54,Tomato juice,1.36,litres,Beverages,-0.8162796269312798
2005-06-01,Canada,v735199,2.52,Ketchup,1.0,litre,Other_foods,-0.8443781739444131
2005-06-01,Canada,v735200,2.35,"Sugar, white",2.0,kilograms,Other_foods,-0.6561682868193546
2005-06-01,Canada,v735201,3.39,"Coffee, roasted",300.0,grams,Beverages,-0.9618683409871295
2005-06-01,Canada,v735202,4.44,"Coffee, instant",200.0,grams,Beverages,-1.3516855655743696
2005-06-01,Canada,v735203,3.41,Tea ,72.0,bags,Beverages,-0.7209424906112031
2005-06-01,Canada,v735204,3.46,Cooking or salad oil,1.0,litre,Oils,-0.2312933690097506
2005-06-01,Canada,v735205,0.84,"Soup, canned",284.0,millilitres,Other_foods,-0.5536193576360777
2005-06-01,Canada,v735207,2.6,Peanut butter,500.0,grams,Protein,-0.7821869356036983
2005-06-01,Canada,v735208,1.24,Fruit flavoured crystals,2.25,litres,Beverages,-0.6697663222321858
2005-06-01,Canada,v735210,1.36,"Soft drinks, cola type",2.0,litres,Beverages,-0.5617155961669485
2005-06-01,Canada,v735211,1.4,"Soft drinks, lemon-lime type",2.0,litres,Beverages,-0.6082218982562281
2005-07-01,Canada,v735165,11.93,Round steak,1.0,kilogram,Protein,-0.4638103519870126
2005-07-01,Canada,v735176,14.44,Sirloin steak,1.0,kilogram,Protein,-0.49248212112761214
2005-07-01,Canada,v735187,19.45,Prime rib roast,1.0,kilogram,Protein,-0.3685540848421359
2005-07-01,Canada,v735198,8.67,Blade roast,1.0,kilogram,Protein,-0.5370221346374895
2005-07-01,Canada,v735209,9.51,Stewing beef,1.0,kilogram,Protein,-0.380558610587067
2005-07-01,Canada,v735220,5.64,Ground beef,1.0,kilogram,Protein,-0.6104790545365585
2005-07-01,Canada,v735221,10.09,Pork chops,1.0,kilogram,Protein,-0.19127399104832332
2005-07-01,Canada,v735223,5.37,Chicken,1.0,kilogram,Protein,-0.432521875323323
2005-07-01,Canada,v735166,4.69,Bacon,500.0,grams,Protein,-0.29725220103130906
2005-07-01,Canada,v735167,2.38,Wieners,450.0,grams,Protein,-0.9561638468743874
2005-07-01,Canada,v735168,3.16,Canned salmon,213.0,grams,Protein,-0.9755693205695088
2005-07-01,Canada,v735169,1.79,Homogenized milk,1.0,litre,Beverages,-0.5916563539362146
2005-07-01,Canada,v735170,1.73,Partly skimmed milk,1.0,litre,Beverages,-0.5873095276356431
2005-07-01,Canada,v735171,3.96,Butter,454.0,grams,Protein,-0.10662720755119734
2005-07-01,Canada,v735172,2.68,Processed cheese slices,250.0,grams,Dairy,-0.016769693252012195
2005-07-01,Canada,v735173,1.4,Evaporated milk,385.0,millilitres,Beverages,-0.4147137398806492
2005-07-01,Canada,v735174,2.27,Eggs,1.0,dozen,Protein,-0.49448928088640326
2005-07-01,Canada,v735175,1.78,Bread,675.0,grams,Grains,-0.602930552871473
2005-07-01,Canada,v735177,2.02,Soda crackers,450.0,grams,Grains,-0.7907706294998924
2005-07-01,Canada,v735178,1.0,Macaroni,500.0,grams,Grains,-0.9718801576701543
2005-07-01,Canada,v735179,3.59,Flour,2.5,kilograms,Grains,-0.8572416515451582
2005-07-01,Canada,v735180,3.64,Corn flakes,675.0,grams,Grains,-0.6005387763506507
2005-07-01,Canada,v735181,2.93,Apples,1.0,kilogram,Veg_Fruits,-0.5064088202406793
2005-07-01,Canada,v735182,1.13,Bananas,1.0,kilogram,Veg_Fruits,-1.4552800010352804
2005-07-01,Canada,v735183,3.08,Grapefruits,1.0,kilogram,Veg_Fruits,0.8283274091052287
