,date,location,product,vectorid,price
8089,2006-09-01,Canada,"Orange juice, 1 litre",v735186,3.33
8090,2006-09-01,Canada,"Carrots, 1 kilogram",v735189,1.31
8091,2006-09-01,Canada,"Celery, 1 kilogram",v735190,1.75
8092,2006-09-01,Canada,"Mushrooms, 1 kilogram",v735191,7.0
8093,2006-09-01,Canada,"Onions, 1 kilogram",v735192,1.32
8094,2006-09-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.73
8095,2006-09-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.94
8096,2006-09-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.93
8097,2006-09-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.27
8098,2006-09-01,Canada,"Tomato juice, 1.36 litres",v735197,1.59
8099,2006-09-01,Canada,"Ketchup, 1 litre",v735199,2.59
8100,2006-09-01,Canada,"Sugar, white, 2 kilograms",v735200,2.38
8101,2006-09-01,Canada,"Coffee, roasted, 300 grams",v735201,3.59
8102,2006-09-01,Canada,"Coffee, instant, 200 grams",v735202,4.7
8103,2006-09-01,Canada,Tea (72 bags),v735203,3.57
8104,2006-09-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.43
8105,2006-09-01,Canada,"Soup, canned, 284 millilitres",v735205,0.87
8107,2006-09-01,Canada,"Peanut butter, 500 grams",v735207,2.61
8108,2006-09-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.23
8109,2006-09-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.35
8110,2006-09-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.38
8119,2006-10-01,Canada,"Round steak, 1 kilogram",v735165,11.91
8120,2006-10-01,Canada,"Sirloin steak, 1 kilogram",v735176,15.42
8121,2006-10-01,Canada,"Prime rib roast, 1 kilogram",v735187,18.21
8122,2006-10-01,Canada,"Blade roast, 1 kilogram",v735198,8.82
8123,2006-10-01,Canada,"Stewing beef, 1 kilogram",v735209,9.23
8124,2006-10-01,Canada,"Ground beef, 1 kilogram",v735220,5.97
8125,2006-10-01,Canada,"Pork chops, 1 kilogram",v735221,9.58
8126,2006-10-01,Canada,"Chicken, 1 kilogram",v735223,5.47
8127,2006-10-01,Canada,"Bacon, 500 grams",v735166,4.65
8128,2006-10-01,Canada,"Wieners, 450 grams",v735167,2.76
8129,2006-10-01,Canada,"Canned salmon, 213 grams",v735168,3.4
8130,2006-10-01,Canada,"Homogenized milk, 1 litre",v735169,1.9
8131,2006-10-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.8
8132,2006-10-01,Canada,"Butter, 454 grams",v735171,3.98
8133,2006-10-01,Canada,"Processed cheese slices, 250 grams",v735172,2.74
8134,2006-10-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.5
8135,2006-10-01,Canada,"Eggs, 1 dozen",v735174,2.31
8136,2006-10-01,Canada,"Bread, 675 grams",v735175,1.92
8137,2006-10-01,Canada,"Soda crackers, 450 grams",v735177,2.03
8138,2006-10-01,Canada,"Macaroni, 500 grams",v735178,1.03
8139,2006-10-01,Canada,"Flour, 2.5 kilograms",v735179,3.55
8140,2006-10-01,Canada,"Corn flakes, 675 grams",v735180,3.85
8141,2006-10-01,Canada,"Apples, 1 kilogram",v735181,3.17
8142,2006-10-01,Canada,"Bananas, 1 kilogram",v735182,1.2
8143,2006-10-01,Canada,"Grapefruits, 1 kilogram",v735183,2.84
8144,2006-10-01,Canada,"Oranges, 1 kilogram",v735184,2.97
8145,2006-10-01,Canada,"Apple juice, 1.36 litres",v735185,1.65
8146,2006-10-01,Canada,"Orange juice, 1 litre",v735186,3.26
8147,2006-10-01,Canada,"Carrots, 1 kilogram",v735189,1.24
8148,2006-10-01,Canada,"Celery, 1 kilogram",v735190,1.88
8149,2006-10-01,Canada,"Mushrooms, 1 kilogram",v735191,6.96
8150,2006-10-01,Canada,"Onions, 1 kilogram",v735192,1.28
8151,2006-10-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.47
8152,2006-10-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.98
8153,2006-10-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.94
8154,2006-10-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.3
8155,2006-10-01,Canada,"Tomato juice, 1.36 litres",v735197,1.56
8156,2006-10-01,Canada,"Ketchup, 1 litre",v735199,2.62
8157,2006-10-01,Canada,"Sugar, white, 2 kilograms",v735200,2.39
8158,2006-10-01,Canada,"Coffee, roasted, 300 grams",v735201,3.6
8159,2006-10-01,Canada,"Coffee, instant, 200 grams",v735202,4.75
8160,2006-10-01,Canada,Tea (72 bags),v735203,3.57
8161,2006-10-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.49
8162,2006-10-01,Canada,"Soup, canned, 284 millilitres",v735205,0.88
8164,2006-10-01,Canada,"Peanut butter, 500 grams",v735207,2.6
8165,2006-10-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.24
8166,2006-10-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.3
8167,2006-10-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.36
8176,2006-11-01,Canada,"Round steak, 1 kilogram",v735165,11.83
8177,2006-11-01,Canada,"Sirloin steak, 1 kilogram",v735176,15.57
8178,2006-11-01,Canada,"Prime rib roast, 1 kilogram",v735187,19.58
8179,2006-11-01,Canada,"Blade roast, 1 kilogram",v735198,9.13
8180,2006-11-01,Canada,"Stewing beef, 1 kilogram",v735209,9.08
8181,2006-11-01,Canada,"Ground beef, 1 kilogram",v735220,5.91
8182,2006-11-01,Canada,"Pork chops, 1 kilogram",v735221,9.31
8183,2006-11-01,Canada,"Chicken, 1 kilogram",v735223,5.5
8184,2006-11-01,Canada,"Bacon, 500 grams",v735166,4.6
8185,2006-11-01,Canada,"Wieners, 450 grams",v735167,2.71
8186,2006-11-01,Canada,"Canned salmon, 213 grams",v735168,3.42
8187,2006-11-01,Canada,"Homogenized milk, 1 litre",v735169,1.9
8188,2006-11-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.8
8189,2006-11-01,Canada,"Butter, 454 grams",v735171,4.05
8190,2006-11-01,Canada,"Processed cheese slices, 250 grams",v735172,2.77
8191,2006-11-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.52
8192,2006-11-01,Canada,"Eggs, 1 dozen",v735174,2.36
8193,2006-11-01,Canada,"Bread, 675 grams",v735175,1.98
8194,2006-11-01,Canada,"Soda crackers, 450 grams",v735177,2.07
8195,2006-11-01,Canada,"Macaroni, 500 grams",v735178,1.03
8196,2006-11-01,Canada,"Flour, 2.5 kilograms",v735179,3.52
8197,2006-11-01,Canada,"Corn flakes, 675 grams",v735180,3.93
8198,2006-11-01,Canada,"Apples, 1 kilogram",v735181,3.08
8199,2006-11-01,Canada,"Bananas, 1 kilogram",v735182,1.19
8200,2006-11-01,Canada,"Grapefruits, 1 kilogram",v735183,2.58
8201,2006-11-01,Canada,"Oranges, 1 kilogram",v735184,3.05
8202,2006-11-01,Canada,"Apple juice, 1.36 litres",v735185,1.65
8203,2006-11-01,Canada,"Orange juice, 1 litre",v735186,3.31
8204,2006-11-01,Canada,"Carrots, 1 kilogram",v735189,1.24
8205,2006-11-01,Canada,"Celery, 1 kilogram",v735190,2.27
8206,2006-11-01,Canada,"Mushrooms, 1 kilogram",v735191,7.21
8207,2006-11-01,Canada,"Onions, 1 kilogram",v735192,1.19
8208,2006-11-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.45
8209,2006-11-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.94
8210,2006-11-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.94
8211,2006-11-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.24
8212,2006-11-01,Canada,"Tomato juice, 1.36 litres",v735197,1.58
8213,2006-11-01,Canada,"Ketchup, 1 litre",v735199,2.62
8214,2006-11-01,Canada,"Sugar, white, 2 kilograms",v735200,2.37
8215,2006-11-01,Canada,"Coffee, roasted, 300 grams",v735201,3.54
8216,2006-11-01,Canada,"Coffee, instant, 200 grams",v735202,4.69
8217,2006-11-01,Canada,Tea (72 bags),v735203,3.55
8218,2006-11-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.5
8219,2006-11-01,Canada,"Soup, canned, 284 millilitres",v735205,0.84
8221,2006-11-01,Canada,"Peanut butter, 500 grams",v735207,2.59
8222,2006-11-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.24
8223,2006-11-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.33
8224,2006-11-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.39
8233,2006-12-01,Canada,"Round steak, 1 kilogram",v735165,11.9
8234,2006-12-01,Canada,"Sirloin steak, 1 kilogram",v735176,14.8
8235,2006-12-01,Canada,"Prime rib roast, 1 kilogram",v735187,19.63
8236,2006-12-01,Canada,"Blade roast, 1 kilogram",v735198,8.82
8237,2006-12-01,Canada,"Stewing beef, 1 kilogram",v735209,8.89
8238,2006-12-01,Canada,"Ground beef, 1 kilogram",v735220,5.95
8239,2006-12-01,Canada,"Pork chops, 1 kilogram",v735221,9.34
8240,2006-12-01,Canada,"Chicken, 1 kilogram",v735223,5.3
8241,2006-12-01,Canada,"Bacon, 500 grams",v735166,4.61
8242,2006-12-01,Canada,"Wieners, 450 grams",v735167,2.76
8243,2006-12-01,Canada,"Canned salmon, 213 grams",v735168,3.23
8244,2006-12-01,Canada,"Homogenized milk, 1 litre",v735169,1.9
8245,2006-12-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.8
8246,2006-12-01,Canada,"Butter, 454 grams",v735171,4.07
8247,2006-12-01,Canada,"Processed cheese slices, 250 grams",v735172,2.74
8248,2006-12-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.53
8249,2006-12-01,Canada,"Eggs, 1 dozen",v735174,2.38
8250,2006-12-01,Canada,"Bread, 675 grams",v735175,2.02
8251,2006-12-01,Canada,"Soda crackers, 450 grams",v735177,2.04
8252,2006-12-01,Canada,"Macaroni, 500 grams",v735178,0.99
8253,2006-12-01,Canada,"Flour, 2.5 kilograms",v735179,3.44
8254,2006-12-01,Canada,"Corn flakes, 675 grams",v735180,3.87
8255,2006-12-01,Canada,"Apples, 1 kilogram",v735181,3.14
8256,2006-12-01,Canada,"Bananas, 1 kilogram",v735182,1.2
8257,2006-12-01,Canada,"Grapefruits, 1 kilogram",v735183,2.37
8258,2006-12-01,Canada,"Oranges, 1 kilogram",v735184,2.68
8259,2006-12-01,Canada,"Apple juice, 1.36 litres",v735185,1.69
8260,2006-12-01,Canada,"Orange juice, 1 litre",v735186,3.31
8261,2006-12-01,Canada,"Carrots, 1 kilogram",v735189,1.27
8262,2006-12-01,Canada,"Celery, 1 kilogram",v735190,2.16
8263,2006-12-01,Canada,"Mushrooms, 1 kilogram",v735191,7.16
8264,2006-12-01,Canada,"Onions, 1 kilogram",v735192,1.21
8265,2006-12-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.39
8266,2006-12-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.92
8267,2006-12-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.92
8268,2006-12-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.28
8269,2006-12-01,Canada,"Tomato juice, 1.36 litres",v735197,1.55
8270,2006-12-01,Canada,"Ketchup, 1 litre",v735199,2.63
8271,2006-12-01,Canada,"Sugar, white, 2 kilograms",v735200,2.36
8272,2006-12-01,Canada,"Coffee, roasted, 300 grams",v735201,3.52
8273,2006-12-01,Canada,"Coffee, instant, 200 grams",v735202,4.76
8274,2006-12-01,Canada,Tea (72 bags),v735203,3.58
8275,2006-12-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.41
8276,2006-12-01,Canada,"Soup, canned, 284 millilitres",v735205,0.87
8278,2006-12-01,Canada,"Peanut butter, 500 grams",v735207,2.6
8279,2006-12-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.24
8280,2006-12-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.28
8281,2006-12-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.34
8290,2007-01-01,Canada,"Round steak, 1 kilogram",v735165,12.05
8291,2007-01-01,Canada,"Sirloin steak, 1 kilogram",v735176,14.45
8292,2007-01-01,Canada,"Prime rib roast, 1 kilogram",v735187,19.31
8293,2007-01-01,Canada,"Blade roast, 1 kilogram",v735198,8.64
8294,2007-01-01,Canada,"Stewing beef, 1 kilogram",v735209,9.04
8295,2007-01-01,Canada,"Ground beef, 1 kilogram",v735220,5.87
8296,2007-01-01,Canada,"Pork chops, 1 kilogram",v735221,9.53
8297,2007-01-01,Canada,"Chicken, 1 kilogram",v735223,5.45
8298,2007-01-01,Canada,"Bacon, 500 grams",v735166,4.65
8299,2007-01-01,Canada,"Wieners, 450 grams",v735167,2.79
8300,2007-01-01,Canada,"Canned salmon, 213 grams",v735168,3.27
8301,2007-01-01,Canada,"Homogenized milk, 1 litre",v735169,1.9
8302,2007-01-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.8
8303,2007-01-01,Canada,"Butter, 454 grams",v735171,4.12
8304,2007-01-01,Canada,"Processed cheese slices, 250 grams",v735172,2.76
8305,2007-01-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.56
8306,2007-01-01,Canada,"Eggs, 1 dozen",v735174,2.4
8307,2007-01-01,Canada,"Bread, 675 grams",v735175,2.02
8308,2007-01-01,Canada,"Soda crackers, 450 grams",v735177,2.01
8309,2007-01-01,Canada,"Macaroni, 500 grams",v735178,0.98
8310,2007-01-01,Canada,"Flour, 2.5 kilograms",v735179,3.61
8311,2007-01-01,Canada,"Corn flakes, 675 grams",v735180,4.0
8312,2007-01-01,Canada,"Apples, 1 kilogram",v735181,3.11
8313,2007-01-01,Canada,"Bananas, 1 kilogram",v735182,1.23
8314,2007-01-01,Canada,"Grapefruits, 1 kilogram",v735183,2.27
8315,2007-01-01,Canada,"Oranges, 1 kilogram",v735184,2.56
8316,2007-01-01,Canada,"Apple juice, 1.36 litres",v735185,1.7
8317,2007-01-01,Canada,"Orange juice, 1 litre",v735186,3.35
8318,2007-01-01,Canada,"Carrots, 1 kilogram",v735189,1.3
8319,2007-01-01,Canada,"Celery, 1 kilogram",v735190,2.3
8320,2007-01-01,Canada,"Mushrooms, 1 kilogram",v735191,6.91
8321,2007-01-01,Canada,"Onions, 1 kilogram",v735192,1.31
8322,2007-01-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.46
8323,2007-01-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.97
8324,2007-01-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.9
8325,2007-01-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.25
8326,2007-01-01,Canada,"Tomato juice, 1.36 litres",v735197,1.59
8327,2007-01-01,Canada,"Ketchup, 1 litre",v735199,2.63
8328,2007-01-01,Canada,"Sugar, white, 2 kilograms",v735200,2.38
8329,2007-01-01,Canada,"Coffee, roasted, 300 grams",v735201,3.69
8330,2007-01-01,Canada,"Coffee, instant, 200 grams",v735202,4.69
8331,2007-01-01,Canada,Tea (72 bags),v735203,3.56
8332,2007-01-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.44
8333,2007-01-01,Canada,"Soup, canned, 284 millilitres",v735205,0.84
8335,2007-01-01,Canada,"Peanut butter, 500 grams",v735207,2.57
8336,2007-01-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.24
8337,2007-01-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.4
8338,2007-01-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.41
8347,2007-02-01,Canada,"Round steak, 1 kilogram",v735165,12.22
8348,2007-02-01,Canada,"Sirloin steak, 1 kilogram",v735176,15.16
8349,2007-02-01,Canada,"Prime rib roast, 1 kilogram",v735187,19.24
8350,2007-02-01,Canada,"Blade roast, 1 kilogram",v735198,9.04
8351,2007-02-01,Canada,"Stewing beef, 1 kilogram",v735209,9.18
8352,2007-02-01,Canada,"Ground beef, 1 kilogram",v735220,5.94
8353,2007-02-01,Canada,"Pork chops, 1 kilogram",v735221,9.34
8354,2007-02-01,Canada,"Chicken, 1 kilogram",v735223,5.6
8355,2007-02-01,Canada,"Bacon, 500 grams",v735166,4.7
8356,2007-02-01,Canada,"Wieners, 450 grams",v735167,2.8
8357,2007-02-01,Canada,"Canned salmon, 213 grams",v735168,3.32
8358,2007-02-01,Canada,"Homogenized milk, 1 litre",v735169,1.96
8359,2007-02-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.87
8360,2007-02-01,Canada,"Butter, 454 grams",v735171,4.14
8361,2007-02-01,Canada,"Processed cheese slices, 250 grams",v735172,2.74
8362,2007-02-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.57
8363,2007-02-01,Canada,"Eggs, 1 dozen",v735174,2.4
8364,2007-02-01,Canada,"Bread, 675 grams",v735175,2.05
8365,2007-02-01,Canada,"Soda crackers, 450 grams",v735177,2.05
8366,2007-02-01,Canada,"Macaroni, 500 grams",v735178,0.98
8367,2007-02-01,Canada,"Flour, 2.5 kilograms",v735179,3.65
8368,2007-02-01,Canada,"Corn flakes, 675 grams",v735180,3.93
8369,2007-02-01,Canada,"Apples, 1 kilogram",v735181,3.15
8370,2007-02-01,Canada,"Bananas, 1 kilogram",v735182,1.24
8371,2007-02-01,Canada,"Grapefruits, 1 kilogram",v735183,2.27
8372,2007-02-01,Canada,"Oranges, 1 kilogram",v735184,3.47
8373,2007-02-01,Canada,"Apple juice, 1.36 litres",v735185,1.64
8374,2007-02-01,Canada,"Orange juice, 1 litre",v735186,3.61
8375,2007-02-01,Canada,"Carrots, 1 kilogram",v735189,1.4
8376,2007-02-01,Canada,"Celery, 1 kilogram",v735190,3.7
8377,2007-02-01,Canada,"Mushrooms, 1 kilogram",v735191,7.09
8378,2007-02-01,Canada,"Onions, 1 kilogram",v735192,1.51
8379,2007-02-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.36
8380,2007-02-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.96
8381,2007-02-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.91
8382,2007-02-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.27
8383,2007-02-01,Canada,"Tomato juice, 1.36 litres",v735197,1.6
8384,2007-02-01,Canada,"Ketchup, 1 litre",v735199,2.64
8385,2007-02-01,Canada,"Sugar, white, 2 kilograms",v735200,2.36
8386,2007-02-01,Canada,"Coffee, roasted, 300 grams",v735201,3.74
8387,2007-02-01,Canada,"Coffee, instant, 200 grams",v735202,4.86
8388,2007-02-01,Canada,Tea (72 bags),v735203,3.59
8389,2007-02-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.4
8390,2007-02-01,Canada,"Soup, canned, 284 millilitres",v735205,0.84
8392,2007-02-01,Canada,"Peanut butter, 500 grams",v735207,2.54
8393,2007-02-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.24
8394,2007-02-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.44
8395,2007-02-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.49
8404,2007-03-01,Canada,"Round steak, 1 kilogram",v735165,12.17
8405,2007-03-01,Canada,"Sirloin steak, 1 kilogram",v735176,15.5
8406,2007-03-01,Canada,"Prime rib roast, 1 kilogram",v735187,19.45
8407,2007-03-01,Canada,"Blade roast, 1 kilogram",v735198,9.0
8408,2007-03-01,Canada,"Stewing beef, 1 kilogram",v735209,9.07
8409,2007-03-01,Canada,"Ground beef, 1 kilogram",v735220,5.84
8410,2007-03-01,Canada,"Pork chops, 1 kilogram",v735221,9.12
8411,2007-03-01,Canada,"Chicken, 1 kilogram",v735223,5.6
8412,2007-03-01,Canada,"Bacon, 500 grams",v735166,4.69
8413,2007-03-01,Canada,"Wieners, 450 grams",v735167,2.74
8414,2007-03-01,Canada,"Canned salmon, 213 grams",v735168,3.36
8415,2007-03-01,Canada,"Homogenized milk, 1 litre",v735169,1.96
8416,2007-03-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.87
8417,2007-03-01,Canada,"Butter, 454 grams",v735171,4.12
8418,2007-03-01,Canada,"Processed cheese slices, 250 grams",v735172,2.77
8419,2007-03-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.57
8420,2007-03-01,Canada,"Eggs, 1 dozen",v735174,2.44
8421,2007-03-01,Canada,"Bread, 675 grams",v735175,2.03
8422,2007-03-01,Canada,"Soda crackers, 450 grams",v735177,2.1
8423,2007-03-01,Canada,"Macaroni, 500 grams",v735178,1.02
8424,2007-03-01,Canada,"Flour, 2.5 kilograms",v735179,3.55
8425,2007-03-01,Canada,"Corn flakes, 675 grams",v735180,3.92
8426,2007-03-01,Canada,"Apples, 1 kilogram",v735181,3.19
8427,2007-03-01,Canada,"Bananas, 1 kilogram",v735182,1.24
8428,2007-03-01,Canada,"Grapefruits, 1 kilogram",v735183,2.31
8429,2007-03-01,Canada,"Oranges, 1 kilogram",v735184,2.95
8430,2007-03-01,Canada,"Apple juice, 1.36 litres",v735185,1.62
8431,2007-03-01,Canada,"Orange juice, 1 litre",v735186,3.66
8432,2007-03-01,Canada,"Carrots, 1 kilogram",v735189,1.64
8433,2007-03-01,Canada,"Celery, 1 kilogram",v735190,3.4
8434,2007-03-01,Canada,"Mushrooms, 1 kilogram",v735191,7.11
8435,2007-03-01,Canada,"Onions, 1 kilogram",v735192,1.73
8436,2007-03-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.28
8437,2007-03-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.96
8438,2007-03-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.91
8439,2007-03-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.26
8440,2007-03-01,Canada,"Tomato juice, 1.36 litres",v735197,1.57
8441,2007-03-01,Canada,"Ketchup, 1 litre",v735199,2.62
8442,2007-03-01,Canada,"Sugar, white, 2 kilograms",v735200,2.36
8443,2007-03-01,Canada,"Coffee, roasted, 300 grams",v735201,3.72
8444,2007-03-01,Canada,"Coffee, instant, 200 grams",v735202,4.74
8445,2007-03-01,Canada,Tea (72 bags),v735203,3.57
8446,2007-03-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.4
8447,2007-03-01,Canada,"Soup, canned, 284 millilitres",v735205,0.86
8449,2007-03-01,Canada,"Peanut butter, 500 grams",v735207,2.59
8450,2007-03-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.24
8451,2007-03-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.46
8452,2007-03-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.52
8461,2007-04-01,Canada,"Round steak, 1 kilogram",v735165,12.35
8462,2007-04-01,Canada,"Sirloin steak, 1 kilogram",v735176,16.1
8463,2007-04-01,Canada,"Prime rib roast, 1 kilogram",v735187,19.34
8464,2007-04-01,Canada,"Blade roast, 1 kilogram",v735198,9.16
8465,2007-04-01,Canada,"Stewing beef, 1 kilogram",v735209,9.38
8466,2007-04-01,Canada,"Ground beef, 1 kilogram",v735220,5.92
8467,2007-04-01,Canada,"Pork chops, 1 kilogram",v735221,9.53
8468,2007-04-01,Canada,"Chicken, 1 kilogram",v735223,5.8
8469,2007-04-01,Canada,"Bacon, 500 grams",v735166,4.6
8470,2007-04-01,Canada,"Wieners, 450 grams",v735167,2.72
8471,2007-04-01,Canada,"Canned salmon, 213 grams",v735168,3.3
8472,2007-04-01,Canada,"Homogenized milk, 1 litre",v735169,1.97
8473,2007-04-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.87
8474,2007-04-01,Canada,"Butter, 454 grams",v735171,4.15
8475,2007-04-01,Canada,"Processed cheese slices, 250 grams",v735172,2.8
8476,2007-04-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.57
8477,2007-04-01,Canada,"Eggs, 1 dozen",v735174,2.46
8478,2007-04-01,Canada,"Bread, 675 grams",v735175,2.06
8479,2007-04-01,Canada,"Soda crackers, 450 grams",v735177,2.14
8480,2007-04-01,Canada,"Macaroni, 500 grams",v735178,1.02
8481,2007-04-01,Canada,"Flour, 2.5 kilograms",v735179,3.53
8482,2007-04-01,Canada,"Corn flakes, 675 grams",v735180,3.93
8483,2007-04-01,Canada,"Apples, 1 kilogram",v735181,3.18
8484,2007-04-01,Canada,"Bananas, 1 kilogram",v735182,1.24
8485,2007-04-01,Canada,"Grapefruits, 1 kilogram",v735183,2.22
8486,2007-04-01,Canada,"Oranges, 1 kilogram",v735184,2.93
8487,2007-04-01,Canada,"Apple juice, 1.36 litres",v735185,1.67
8488,2007-04-01,Canada,"Orange juice, 1 litre",v735186,3.6
8489,2007-04-01,Canada,"Carrots, 1 kilogram",v735189,1.94
8490,2007-04-01,Canada,"Celery, 1 kilogram",v735190,2.41
8491,2007-04-01,Canada,"Mushrooms, 1 kilogram",v735191,7.21
8492,2007-04-01,Canada,"Onions, 1 kilogram",v735192,2.22
8493,2007-04-01,Canada,"Potatoes, 4.54 kilograms",v735193,4.06
8494,2007-04-01,Canada,"French fried potatoes, frozen, 1 kilogram",v735194,1.99
8495,2007-04-01,Canada,"Baked beans, canned, 398 millilitres",v735195,0.92
8496,2007-04-01,Canada,"Tomatoes, canned, 796 millilitres",v735196,1.27
8497,2007-04-01,Canada,"Tomato juice, 1.36 litres",v735197,1.56
8498,2007-04-01,Canada,"Ketchup, 1 litre",v735199,2.61
8499,2007-04-01,Canada,"Sugar, white, 2 kilograms",v735200,2.38
8500,2007-04-01,Canada,"Coffee, roasted, 300 grams",v735201,3.67
8501,2007-04-01,Canada,"Coffee, instant, 200 grams",v735202,4.85
8502,2007-04-01,Canada,Tea (72 bags),v735203,3.63
8503,2007-04-01,Canada,"Cooking or salad oil, 1 litre",v735204,3.4
8504,2007-04-01,Canada,"Soup, canned, 284 millilitres",v735205,0.88
8506,2007-04-01,Canada,"Peanut butter, 500 grams",v735207,2.62
8507,2007-04-01,Canada,"Fruit flavoured crystals, 2.25 litres",v735208,1.24
8508,2007-04-01,Canada,"Soft drinks, cola type, 2 litres",v735210,1.4
8509,2007-04-01,Canada,"Soft drinks, lemon-lime type, 2 litres",v735211,1.43
8518,2007-05-01,Canada,"Round steak, 1 kilogram",v735165,12.41
8519,2007-05-01,Canada,"Sirloin steak, 1 kilogram",v735176,15.96
8520,2007-05-01,Canada,"Prime rib roast, 1 kilogram",v735187,20.69
8521,2007-05-01,Canada,"Blade roast, 1 kilogram",v735198,9.18
8522,2007-05-01,Canada,"Stewing beef, 1 kilogram",v735209,9.63
8523,2007-05-01,Canada,"Ground beef, 1 kilogram",v735220,5.9
8524,2007-05-01,Canada,"Pork chops, 1 kilogram",v735221,9.42
8525,2007-05-01,Canada,"Chicken, 1 kilogram",v735223,5.7
8526,2007-05-01,Canada,"Bacon, 500 grams",v735166,4.65
8527,2007-05-01,Canada,"Wieners, 450 grams",v735167,2.68
8528,2007-05-01,Canada,"Canned salmon, 213 grams",v735168,3.35
8529,2007-05-01,Canada,"Homogenized milk, 1 litre",v735169,1.97
8530,2007-05-01,Canada,"Partly skimmed milk, 1 litre",v735170,1.87
8531,2007-05-01,Canada,"Butter, 454 grams",v735171,4.14
8532,2007-05-01,Canada,"Processed cheese slices, 250 grams",v735172,2.78
8533,2007-05-01,Canada,"Evaporated milk, 385 millilitres",v735173,1.58
8534,2007-05-01,Canada,"Eggs, 1 dozen",v735174,2.47
8535,2007-05-01,Canada,"Bread, 675 grams",v735175,2.05
8536,2007-05-01,Canada,"Soda crackers, 450 grams",v735177,2.1
